tweet,from_GOT3,link,author_id,created_at,geo_name,geo_id,retweeters,public_metrics
@IanEsguerra Off timing. We need media right now in info dissemination during this crisis. #nCoV_2019 - our government needs focus on main goals confronting our country. Who’s in charge right now ? 😢,Off timing. We need media right now in info dissemination during this crisis. #nCoV_2019 - our government needs focus on main goals confronting our country. Who’s in charge right now ? ,https://twitter.com/DrTonyLeachon/status/1226727681451933697,[500825663],2020-02-10T04:40:45.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[3500242153 1132481382729445376],"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}"
buti nalang hindi namin need makipagsabayan sa mga bumibili ng alcohol ngayon kase wala pa mang “ncov” may stock na akong dalawang bote... Laking tulong den saken na adik ako sa alcohol 🤦🏼‍♀️😅,buti nalang hindi namin need makipagsabayan sa mga bumibili ng alcohol ngayon kase wala pa mang “ncov” may stock na akong dalawang bote... Laking tulong den saken na adik ako sa alcohol ,https://twitter.com/lynassen/status/1238837671125864452,[1017092022199410688],2020-03-14T14:41:31.000Z,"Lungsod ng Taguig, Pambansang Punong Rehiyon",01be2d58751929bc,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Today I learned that PGH will be designated as a CoVid center of NCR. Today I learned that one of my previous intern, now a resident from my previous hospital was intubated after experiencing difficulty of breathing. Today I learned that 2 of my previous mentors were confined. 🥺","Today I learned that PGH will be designated as a CoVid center of NCR. Today I learned that one of my previous intern, now a resident from my previous hospital was intubated after experiencing difficulty of breathing. Today I learned that 2 of my previous mentors were confined. ",https://twitter.com/shielaputol_md/status/1240991578056871937,[1535496684],2020-03-20T13:20:23.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 1}"
"Ayan, uso n naman magpanic dahil sa COVID-19. 

Eto lang masasabi ko n malaking tulong pampalakas ng resistensya. 😉
Details: https://t.co/Lk41uMvIMP

#Philippines #covidoutbreak #COVID2019 #covid #Pinoy #Filipino #MetroManila #healthiswealth #prevention #healthylifestyle https://t.co/fUkzOrqP5H","Ayan, uso n naman magpanic dahil sa COVID-19. Eto lang masasabi ko n malaking tulong pampalakas ng resistensya. Details: http://Bit.ly/OrderOneOptiJuice #Philippines #covidoutbreak #COVID2019 #covid #Pinoy #Filipino #MetroManila #healthiswealth #prevention #healthylifestyle",https://twitter.com/sulatnabentapa/status/1237036688351739906,[891547718002200576],2020-03-09T15:25:04.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}"
"Sa totoo lang, mas natatakot ako sa train of thought ni Duterte kaysa sa COVID-19. Sa ganitong sitwasyon, pulis at militar talaga ang ikakalat? Bakit hindi health professionals?

Mukhang sinasamantala na naman ng mga naghahari-harian ang sitwasyon. Martial Law? Abangan.","Sa totoo lang, mas natatakot ako sa train of thought ni Duterte kaysa sa COVID-19. Sa ganitong sitwasyon, pulis at militar talaga ang ikakalat? Bakit hindi health professionals? Mukhang sinasamantala na naman ng mga naghahari-harian ang sitwasyon. Martial Law? Abangan.",https://twitter.com/_chadandaya/status/1238101430054973440,[341440564],2020-03-12T13:55:58.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[2362340670 1044886150425370624 1658882354],"{'retweet_count': 3, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}"
@noufielmorales @RcFramo @GelCayuna08 @gelcayuna @CayunaGel08 Kasing bilis ng Ncov,Kasing bilis ng Ncov,https://twitter.com/ygnravelo/status/1237719780058005504,[3803667253],2020-03-11T12:39:25.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
Mag lagay ng alcohol sa kamay para maiwas sa COVID 19 @ Sitio San Roque Brgy. Sangandaan Q.c https://t.co/uJt5wOcqI5,Mag lagay ng alcohol sa kamay para maiwas sa COVID 19 @Sitio San Roque Brgy. Sangandaan Q.c https://www.instagram.com/p/B9tAXjehIEl/?igshid=4d3rieemw0so,https://twitter.com/jaypeeboyadizas/status/1238706518205349894,[80763460],2020-03-14T06:00:22.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Sa mga concerned na ahensya, paigtingin ang kampanya para maisulong ang kahalagahan ng proper hygiene at iba pang hakbang para makaiwas sa covid 19 tulad ng proper coughing etiquette, pagpostpone ng mga mass gatherings atbp","Sa mga concerned na ahensya, paigtingin ang kampanya para maisulong ang kahalagahan ng proper hygiene at iba pang hakbang para makaiwas sa covid 19 tulad ng proper coughing etiquette, pagpostpone ng mga mass gatherings atbp",https://twitter.com/carizperegrino/status/1238346877847736320,[321936649],2020-03-13T06:11:17.000Z,"Lungsod ng Caloocan, Pambansang Punong Rehiyon",00ed6f0947c230f4,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
"Si ate nga na laging nasa hospital, mas prone mahawaan ng nCoV ano nahawaan ba siya???? MY GOSH TALAGA.","Si ate nga na laging nasa hospital, mas prone mahawaan ng nCoV ano nahawaan ba siya???? MY GOSH TALAGA.",https://twitter.com/samnthjyx/status/1225943608349454338,[897293540778061824],2020-02-08T00:45:07.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[2270738622],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
"You can fight me but the government doesn't seem to care. If anything worst happens to us. You should be charged for treason. 
#nCoV",You can fight me but the government doesn’t seem to care. If anything worst happens to us. You should be charged for treason. #nCoV,https://twitter.com/blu3inblu3/status/1223045002684534784,[120494763],2020-01-31T00:47:06.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"Sabi nung nag-comment sa FB post ko...”DAPAT NOON PA HINDE NA PINAPASOK ANG MGA CHINESE NATIONALS DITO SA ATIN. DAHIL SILA ANG DAHILAN SA PRESENT SITUATION NATIN AS IN ANG NAGDALA NG COVID-19.” 
- to be continued...",Sabi nung nag-comment sa FB post ko...”DAPAT NOON PA HINDE NA PINAPASOK ANG MGA CHINESE NATIONALS DITO SA ATIN. DAHIL SILA ANG DAHILAN SA PRESENT SITUATION NATIN AS IN ANG NAGDALA NG COVID-19.” - to be continued...,https://twitter.com/YvetteYzon/status/1237951402602713088,[347269822],2020-03-12T03:59:49.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
"If you want the latest on CoVid19 straight from DOH, join their official Viber Group,

DOH PH COVID-19 

Chatting is disabled, so you'll only receive what's latest 👍👍👍

#COVID2019 
#COVID19PH https://t.co/fHkr9Jf3DN","If you want the latest on CoVid19 straight from DOH, join their official Viber Group, DOH PH COVID-19 Chatting is disabled, so you’ll only receive what’s latest #COVID2019 #COVID19PH",https://twitter.com/Jannn1129/status/1240212154533343233,[4334493564],2020-03-18T09:43:14.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[815329570198994944 4832220395 559519018 207353908 1121299480790233095 3285864254],"{'retweet_count': 7, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}"
"TB is a bacterial infection, nCoV is viral. Kaya trending sya ngayon.

Paki-RT mga DDS! 😂

#0202
#02022020","TB is a bacterial infection, nCoV is viral. Kaya trending sya ngayon. Paki-RT mga DDS! #0202 #02022020",https://twitter.com/DaOtherEye/status/1223862054844391425,[429841408],2020-02-02T06:53:46.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
JUST IN: A congressional staff member from the House of Representatives who is considered as Person Under Investigation died  without knowing the results of CoVID 19 test,JUST IN: A congressional staff member from the House of Representatives who is considered as Person Under Investigation died without knowing the results of CoVID 19 test,https://twitter.com/kim_badbadon/status/1241188636629950465,[38659844],2020-03-21T02:23:25.000Z,"Imus, Rehiyon ng CALABARZON",01e7c99428dda2f7,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
House confirms a congressional staff member died without knowing results for own COVID 19 test. details to follow,House confirms a congressional staff member died without knowing results for own COVID 19 test. details to follow,https://twitter.com/kim_badbadon/status/1241199437306707969,[38659844],2020-03-21T03:06:20.000Z,"Imus, Rehiyon ng CALABARZON",01e7c99428dda2f7,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
Happy Valentines Day people! May quick survey ako today: #Jojowain o N-nCoV-in ? (NCoV: no cash on valentines day). Vote wisely. #ValentinesDay2020 #Valentines,Happy Valentines Day people! May quick survey ako today: #Jojowain o N-nCoV-in ? (NCoV: no cash on valentines day). Vote wisely. #ValentinesDay2020 #Valentines,https://twitter.com/gonnabedess/status/1228130466009513990,[170219853],2020-02-14T01:34:55.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[100704133],"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}"
"BALA KA NA JAN BHE. MALAKI KA NA. KAIN KA NALANG MARAMING BIGAS PARA IWAS COVID 19, SABI NI d¡g0nG ;* https://t.co/HP3XvouAvs","BALA KA NA JAN BHE. MALAKI KA NA. KAIN KA NALANG MARAMING BIGAS PARA IWAS COVID 19, SABI NI d¡g0nG ;* ",https://twitter.com/jnsnbdjcdrn/status/1237321679061147649,[943176325975613440],2020-03-10T10:17:31.000Z,"Bacoor, Rehiyon ng CALABARZON",00913613698f59d9,[],"{'retweet_count': 1, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}"
NCoV- NEED CASH ON VALENTINES,NCoV- NEED CASH ON VALENTINES,https://twitter.com/rolan_mndr/status/1226706089564991488,[919854750509629440],2020-02-10T03:14:57.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"NCOV

No Cash On Valentines 💔",NCOV No Cash On Valentines ,https://twitter.com/joshoacaballero/status/1226727190965805058,[1479040111],2020-02-10T04:38:48.000Z,"Lungsod ng Las Piñas, Pambansang Punong Rehiyon",01cf094a554e5069,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
may ncov ako ngayon😂 no cash on valentines😅,may ncov ako ngayon no cash on valentines ,https://twitter.com/ADimaano21/status/1228119537071120384,[1000764178976534528],2020-02-14T00:51:29.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[951403605277290496],"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}"
Survived the 1 week WFH! The work arrangement that we all asked for seems not that cool. #WFH #Covid_19 https://t.co/eQEqbME9kH,Survived the 1 week WFH! The work arrangement that we all asked for seems not that cool. #WFH #Covid_19,https://twitter.com/mytravelinglife/status/1240931116510371841,[119061911],2020-03-20T09:20:08.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
NCOV = No Cash On Valentines.,NCOV = No Cash On Valentines.,https://twitter.com/_joedenn/status/1226516201355919362,[3645178333],2020-02-09T14:40:24.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
May this covid-19 pandemic remind us to #VoteWisely next election.,May this covid-19 pandemic remind us to #VoteWisely next election.,https://twitter.com/ulybog/status/1238089001560502272,[78069194],2020-03-12T13:06:35.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}"
"Selfie muna before the “Manila Lockdown” announcement.

#COVID https://t.co/vK69RX31GV",Selfie muna before the “Manila Lockdown” announcement. #COVID – at SM Light Residences,https://twitter.com/vlad_castillo/status/1238045808542375937,[496314365],2020-03-12T10:14:57.000Z,SM Light Residences,0fc3585ddd955006,[1191642543064113152 1133042538829426688 1040563256861982721],"{'retweet_count': 3, 'reply_count': 8, 'like_count': 131, 'quote_count': 0}"
This covid-19 issue makes me paranoid. Feeling ko makati lagi lalamunan ko tapos kwekwestyonin ko kung nahihirapan ba akong huminga,This covid-19 issue makes me paranoid. Feeling ko makati lagi lalamunan ko tapos kwekwestyonin ko kung nahihirapan ba akong huminga,https://twitter.com/emilflavor/status/1238783251927273472,[1097835205795016704],2020-03-14T11:05:17.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[929748636342222848 787210440237461504 206558023],"{'retweet_count': 8, 'reply_count': 1, 'like_count': 42, 'quote_count': 4}"
"NCoV 
no chupa on Valentines",NCoV no chupa on Valentines,https://twitter.com/_jaypeelim/status/1227129399599755264,[1036524663705227265],2020-02-11T07:17:02.000Z,"Lungsod ng Valenzuela, Pambansang Punong Rehiyon",00c1d2fc11f29f68,[],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}"
Tan asks Duque about the person under investigation for possible 2019-nCoV infection who died due to pneumonia.,Tan asks Duque about the person under investigation for possible 2019-nCoV infection who died due to pneumonia.,https://twitter.com/kim_badbadon/status/1222471579986083840,[38659844],2020-01-29T10:48:31.000Z,"Imus, Rehiyon ng CALABARZON",01e7c99428dda2f7,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
Bakit ba yung ibang tao sinasabi na sana maganda rin kaming mga pangit at sana sikat din kaming mga pangit kase lahat ng magaganda sikat at pinapahalagahan bakit kameng wala sa muka bihira nalng pahalagahan 😢😔ang hirap guyss#Covid_19PH,Bakit ba yung ibang tao sinasabi na sana maganda rin kaming mga pangit at sana sikat din kaming mga pangit kase lahat ng magaganda sikat at pinapahalagahan bakit kameng wala sa muka bihira nalng pahalagahan ang hirap guyss#Covid_19PH,https://twitter.com/ashdayan1/status/1239070395845595136,[1239066460657299457],2020-03-15T06:06:17.000Z,"Lungsod ng Antipolo, Rehiyon ng CALABARZON",00bcaba837867882,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"MGA KA-ROCKERS makinig kay Doc Willie Ong

HINDI SOLUSYON ang SAGING sa COVID: 
Fake News at Fake Video ang nakita nyo ! 
Karamihan ng gulay at prutas ay masustansya.

Health Advisory ni Doc Willie Ong 
Ang SAGING… https://t.co/Nos3SmvCf1",MGA KA-ROCKERS makinig kay Doc Willie Ong HINDI SOLUSYON ang SAGING sa COVID: Fake News at Fake Video ang nakita nyo ! Karamihan ng gulay at prutas ay masustansya. Health Advisory ni Doc Willie Ong Ang SAGING… https://www.instagram.com/p/B9yoUWSD-Ry/?igshid=1u5pda403e3qm,https://twitter.com/osangsoliven/status/1239498590344687616,[74726745],2020-03-16T10:27:47.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Sometimes nagpopost ako Sa FB about covid 19 then later binubura ko din if narealize ko na parang praning Na ako.

Morissette NewYouTubeVlog @its_morissette 

Asias Phoenix",Sometimes nagpopost ako Sa FB about covid 19 then later binubura ko din if narealize ko na parang praning Na ako. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,https://twitter.com/markmasalunga/status/1238433868945838085,[378930497],2020-03-13T11:56:58.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[1072122176537530368],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
"Sa mga naniniwala dun sa saging va covid... 

Nawa po’y ikasaya niyo at ikatigas ng tae niyo ang mga saging na lalamunin ninyo.",Sa mga naniniwala dun sa saging va covid... Nawa po’y ikasaya niyo at ikatigas ng tae niyo ang mga saging na lalamunin ninyo.,https://twitter.com/ulybog/status/1239195566787055619,[78069194],2020-03-15T14:23:40.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}"
"Kung pwede lang mawala ng isang iglap ang covid 19 Sa buong mundo.

Morissette NewYouTubeVlog @its_morissette 

Asias Phoenix",Kung pwede lang mawala ng isang iglap ang covid 19 Sa buong mundo. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,https://twitter.com/markmasalunga/status/1238431274391318532,[378930497],2020-03-13T11:46:39.000Z,"Lungsod ng Parañaque, Pambansang Punong Rehiyon",004f3727016f9b5c,[1039329409935728641 941521943211098114],"{'retweet_count': 2, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
"@AlvarezTomo Eto good news:

Antibody Molecular Technique for nCov discovered paving way for vaccine production :)",Eto good news: Antibody Molecular Technique for nCov discovered paving way for vaccine production :),https://twitter.com/enzgab_/status/1222946048844288000,[611346207],2020-01-30T18:13:53.000Z,"Lungsod ng Valenzuela, Pambansang Punong Rehiyon",00c1d2fc11f29f68,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
paaraw daw pra iwas covid sabi ni ny😂 selfieeee😂 https://t.co/GTPaTK6xfB,paaraw daw pra iwas covid sabi ni ny selfieeee ,https://twitter.com/maaaaafbt/status/1239708839504515073,[1182118833902870528],2020-03-17T00:23:14.000Z,"Lungsod ng Caloocan, Pambansang Punong Rehiyon",00ed6f0947c230f4,[],"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}"
Kami na lang ba ang di nagpapanic buying? Mas nagpapanic ako sa mga nagpapanic at sa preemptive posts. 🤦🏻‍♀️ #COVID19 #COVID #CoronavirusPandemic,Kami na lang ba ang di nagpapanic buying? Mas nagpapanic ako sa mga nagpapanic at sa preemptive posts. #COVID19 #COVID #CoronavirusPandemic,https://twitter.com/gladisigeroj/status/1238060062943219718,[348494896],2020-03-12T11:11:35.000Z,"Lungsod ng Pasig, Pambansang Punong Rehiyon",011a05612b6a331c,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
@kathnielonIy Dapt ipag bawal tlga Yan. Kay nga suspended class nila pra Iwas sa NCOV,Dapt ipag bawal tlga Yan. Kay nga suspended class nila pra Iwas sa NCOV,https://twitter.com/fhesam/status/1237319539894829057,[164622666],2020-03-10T10:09:01.000Z,"Lungsod ng Makati, Pambansang Punong Rehiyon",017a4afa29d71c65,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"Yung iba nag Papanic Buying,
Ako nakiki Nerbyos na lng 😂
#Covid_19 #panicbuying","Yung iba nag Papanic Buying, Ako nakiki Nerbyos na lng #Covid_19 #panicbuying",https://twitter.com/imjoemar28/status/1238343986340757505,[3711188958],2020-03-13T05:59:48.000Z,"Lungsod ng Maynila, Pambansang Punong Rehiyon",01bb53b81ba40196,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
"JUST IN: DepEd releases memorandum detailing guidelines for the prevention &amp; control of 2019 nCoV ARD, among them the postponement of its national &amp; regional activities for February 2020.

All off-campus activities are also suspended. https://t.co/d60Zu96JZu","JUST IN: DepEd releases memorandum detailing guidelines for the prevention & control of 2019 nCoV ARD, among them the postponement of its national &amp; regional activities for February 2020. All off-campus activities are also suspended. ",https://twitter.com/kim_badbadon/status/1224711223331168256,[38659844],2020-02-04T15:08:04.000Z,"Imus, Rehiyon ng CALABARZON",01e7c99428dda2f7,[],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
"CHED directs all higher education institutions (HEIs) to observe these guidelines to prevent the spread of NcoV.
This includes discussing among themselves suspending events (ie athletic) that will involve the congregation of students... https://t.co/XY0bAOmcK9",CHED directs all higher education institutions (HEIs) to observe these guidelines to prevent the spread of NcoV. This includes discussing among themselves suspending events (ie athletic) that will involve the congregation of students... ,https://twitter.com/Jasmin_Romero/status/1227233233395318785,[39055798],2020-02-11T14:09:38.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[25024449 295980288 353441186 573457494 252013064 1091436991 77920406 950351725050785792 86520765 1293559650 2562812712 173420590 937377423594635264 711918491469635585 44728980 1096745270107238400 1075012849825591297 398434984 1116246524 858157448531656704 296284540 15872418],"{'retweet_count': 37, 'reply_count': 2, 'like_count': 75, 'quote_count': 4}"
"Panoorin mo to tapos panoorin mo ulit yung presscon ni Duterte.

#Covid_19PH https://t.co/VQPslP2N0g",Panoorin mo to tapos panoorin mo ulit yung presscon ni Duterte. #Covid_19PH,https://twitter.com/Portupine/status/1238819372518395904,[551812607],2020-03-14T13:28:49.000Z,"Lungsod ng Quezon, Pambansang Punong Rehiyon",006523c50dfe9086,[],"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 1}"
