tweet,link
NCOV. NO CASH ON VALENTINES ,https://twitter.com/nchkhn0624/status/1226150907517136898
nCOV No Cash On Valentine’s,https://twitter.com/jayveebaraquel/status/1225602766610911232
NCoV- NEED CASH ON VALENTINES,https://twitter.com/rolan_mndr/status/1226706089564991488
NCOV No Cash On Valentines ,https://twitter.com/joshoacaballero/status/1226727190965805058
may ncov ako ngayon no cash on valentines ,https://twitter.com/ADimaano21/status/1228119537071120384
The flu yung pumapasok sa isip ko pag covid 19 yung pinaguusapan,https://twitter.com/name_geryme/status/1239466981192896512
Survived the 1 week WFH! The work arrangement that we all asked for seems not that cool. #WFH #Covid_19,https://twitter.com/mytravelinglife/status/1240931116510371841
Marami akung kilala na may NCov. ( No Cash on Valentines ) ,https://twitter.com/GOODDRILLER/status/1226515386184548352
NCOV = No Cash On Valentines.,https://twitter.com/_joedenn/status/1226516201355919362
ncov? no cash on valentine’s??,https://twitter.com/karlazzle/status/1228180769329176578
Meron na daw confirmed covid case sa ust hospital.. ampota kahit katabi ko lang office namin nakakatakot na lumabas..,https://twitter.com/ejmooooo/status/1238848281037254657
May this covid-19 pandemic remind us to #VoteWisely next election.,https://twitter.com/ulybog/status/1238089001560502272
"tungunuh ngayong meron na case baka sasabihin na naman nya ""kainin ko pa yang coronavirus na yan"" ",https://twitter.com/heyyo_mama/status/1222804868710092801
Shocks. Meron na positive case ng COVID sa Diliman Doctors. Ang lapit na sa’min.,https://twitter.com/triciaannv/status/1239185725096112128
"Ebarg, selfie muna bago mag ka ncov. :&lt; ",https://twitter.com/ecyoj_tagamu/status/1237769873129795584
Selfie muna before the “Manila Lockdown” announcement. #COVID – at SM Light Residences,https://twitter.com/vlad_castillo/status/1238045808542375937
This covid-19 issue makes me paranoid. Feeling ko makati lagi lalamunan ko tapos kwekwestyonin ko kung nahihirapan ba akong huminga,https://twitter.com/emilflavor/status/1238783251927273472
"Experiencing headache, runny nose, cold. Symptoms of flu not COVID 19",https://twitter.com/justArvinaMae/status/1238111121686409216
NCoV no chupa on Valentines,https://twitter.com/_jaypeelim/status/1227129399599755264
Tan asks Duque about the person under investigation for possible 2019-nCoV infection who died due to pneumonia.,https://twitter.com/kim_badbadon/status/1222471579986083840
Bakit ba yung ibang tao sinasabi na sana maganda rin kaming mga pangit at sana sikat din kaming mga pangit kase lahat ng magaganda sikat at pinapahalagahan bakit kameng wala sa muka bihira nalng pahalagahan ang hirap guyss#Covid_19PH,https://twitter.com/ashdayan1/status/1239070395845595136
"Tumataas ’yung bilang ng may confirmed cases ng COVID-19. ’Yung dami ng taong hindi nagfa-fact check, tumataas din.",https://twitter.com/mariagratia_/status/1239238504187478016
MGA KA-ROCKERS makinig kay Doc Willie Ong HINDI SOLUSYON ang SAGING sa COVID: Fake News at Fake Video ang nakita nyo ! Karamihan ng gulay at prutas ay masustansya. Health Advisory ni Doc Willie Ong Ang SAGING… https://www.instagram.com/p/B9yoUWSD-Ry/?igshid=1u5pda403e3qm,https://twitter.com/osangsoliven/status/1239498590344687616
Sometimes nagpopost ako Sa FB about covid 19 then later binubura ko din if narealize ko na parang praning Na ako. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,https://twitter.com/markmasalunga/status/1238433868945838085
Sa mga naniniwala dun sa saging va covid... Nawa po’y ikasaya niyo at ikatigas ng tae niyo ang mga saging na lalamunin ninyo.,https://twitter.com/ulybog/status/1239195566787055619
Kung pwede lang mawala ng isang iglap ang covid 19 Sa buong mundo. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,https://twitter.com/markmasalunga/status/1238431274391318532
Eto good news: Antibody Molecular Technique for nCov discovered paving way for vaccine production :),https://twitter.com/enzgab_/status/1222946048844288000
Straight nami sgeg inom pra iwas dw ncov hahahahahahahaha,https://twitter.com/Bvrlyjane16/status/1239191294422872069
paaraw daw pra iwas covid sabi ni ny selfieeee ,https://twitter.com/maaaaafbt/status/1239708839504515073
Na buang njud sge namig inom ani pra iwas covid dw hahahahaha,https://twitter.com/Bvrlyjane16/status/1238846072706887680
Kami na lang ba ang di nagpapanic buying? Mas nagpapanic ako sa mga nagpapanic at sa preemptive posts. #COVID19 #COVID #CoronavirusPandemic,https://twitter.com/gladisigeroj/status/1238060062943219718
Dapt ipag bawal tlga Yan. Kay nga suspended class nila pra Iwas sa NCOV,https://twitter.com/fhesam/status/1237319539894829057
"Yung iba nag Papanic Buying, Ako nakiki Nerbyos na lng #Covid_19 #panicbuying",https://twitter.com/imjoemar28/status/1238343986340757505
"JUST IN: DepEd releases memorandum detailing guidelines for the prevention & control of 2019 nCoV ARD, among them the postponement of its national &amp; regional activities for February 2020. All off-campus activities are also suspended. ",https://twitter.com/kim_badbadon/status/1224711223331168256
CHED directs all higher education institutions (HEIs) to observe these guidelines to prevent the spread of NcoV. This includes discussing among themselves suspending events (ie athletic) that will involve the congregation of students... ,https://twitter.com/Jasmin_Romero/status/1227233233395318785
Panoorin mo to tapos panoorin mo ulit yung presscon ni Duterte. #Covid_19PH,https://twitter.com/Portupine/status/1238819372518395904
"Pwdeng kaya iisa ang confirmed na kaso sa Pilipinas ay dahil: wala tayong sapat na kakayanan para malaman ng MABILIS kung ang isang kaso ay kumpirmadong #nCov2019. Pangalawa, sa tagal ng incubation period ng nCov, pwedeng may virus na sa katawan mo pero wala pang sintomas.",https://twitter.com/ProfLouie/status/1223566923746512899
TANG INA NG PRESSCON NI DUTERTE. FROM UPDATES ABOUT SA COVID-19 TO POGOs REAL QUICK HAHAHAHAHA MAMATAY KA NG HAYUP KA,https://twitter.com/fernyshell/status/1237018404306870273
Ex-SOH and now Ilolilo Rep. Janette Garin lauds DOH’s designation of COVID hospitals: I would like to commend the Department of Health for heeding the call and designating specific hospitals to cater only to COVID-19 patients.,https://twitter.com/kim_badbadon/status/1240954710326009858
"So how can we strictly enforce social distancing and municipality quarantine if LRT and MRT continue to be operational? Pag sumakay ako ng ayala, need ko na bumaba ng guadalupe para within the same city pa rin? LOL! #lockdown #Covid_19",https://twitter.com/havok_23/status/1238102461530796033
"GETTING TO KNOW YOU 1. Meccaella 2. AB English Language 3. twentyyyy (20) 4. none 5. nomasites, tutri 6. yes, to YOUNGK!!!! 7. yuuuuz 8. everyone’s safety and happiness &amp; stop covid’s world tour 9. uh hmm, yeah? yes. 10. egg maybe? like this and i’ll send u the questions",https://twitter.com/thebassisty1k/status/1239448887858876417
"To all the Frontliners, We appreciate all that you do! Praying for everyone’s safety as you battle against COVID-19. #FlattenTheCurve",https://twitter.com/marbeemhei/status/1240229653081554944
Grabee grabeeeh halos cancelled ang mga ganap lalo this March and April...its for everyone’s safety naman so goow lang. Kalisod ba ani oy. COVID anuna?! ,https://twitter.com/jeshyel_dr/status/1238103749798715394
"As COVID-19 hits, pollution stops and our Mother Earth heals. Praying for everyone’s safety. IG: @noelontheroad ",https://twitter.com/noelontheroad/status/1240209979975458816
"#AranetaCityUpdates For everyone’s safety and in support of the government directives to help prevent the spread of COVID-19, we are temporarily closing our 3 Malls - Gateway Mall, Ali Mall and Farmers Plaza starting today, March 16, 2020. ",https://twitter.com/AranetaCity/status/1239320368243851264
In light of nCov and as precautionary measure there’s a temp check pt for everyone entering Light. The 3rd flr mall elev connecting to Light has a no entry/exit sign too. Mejo hassle but go push for everyone’s safety.,https://twitter.com/zayzaislets/status/1223945776021196806
Eat Bulaga has no live audience due to covid-19. I think dapat din ‘tong gawin ng ibang show that requires audience. It’s for everyone’s safety.,https://twitter.com/mahnaipo/status/1236900354861568000
"As COVID-19 hits, pollution stops and our Mother Earth heals. Praying for everyone’s safety. More photos on IG: @noelontheroad",https://twitter.com/noelontheroad/status/1240808906575597569
"Hindi naman makakabawas ng case nang Covid yung pag babash nyo sa government eh, be mindful sa mga sinasabi nyo kung nakakatulong or hindi. ",https://twitter.com/junjunathancp/status/1239033382316589056
"Santolan Pasig -WALA. Paging @VicoSotto paki kalampag nga po. Noong eleksyon ang sisipag magbahay-bahay. Nung pasko, may pa-party pa. Ngayon na may #Covid_19 wait lang daw. Isang lingo na kaming naghintay sa wala.",https://twitter.com/Deactivate2585/status/1241484844212858882
Check COVID BULLETIN updates on @IloveTaguig1 ,https://twitter.com/dingdongbahan/status/1238707105571303424
He’s not even showing up mas malala pa yung sakit niya sa utak kaysa sa COVID-19 so he need not to worry about other people touching him coz no one would. (oopsz yung mga tuta niya pala kaya siyang hawakan dahil pare-parehas naman sila) ,https://twitter.com/leiixbianca/status/1236993754453565440
"nag-away kami ni mama dahil sa NCOV na yan, though gusto nya akong malayo sa sakit na yon, kaso usto ko lumabas ng bansa sa Holy week, pero buti maganda yung kapalit ng pagpunta ko ng Taiwan",https://twitter.com/iammarkrius/status/1231797812880232448
"Kahit na mag-hoard ka ng mga alcohol na kayang punuin ang isang Olympic-size Swimming Pool, kung ’yong kapit-bahay mo naman na wala nang mabili ay nahawaan ng CoVID-19, ikaw pa rin ang talo. Kaya please, stop hoarding and panic buying. Maawa kayo sa ibang tao mga peste kayo.",https://twitter.com/supremodale/status/1238060071638065154
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/kyriemigs1/status/1238098974516449285
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL. ,https://twitter.com/frazierbautsta_/status/1238348296722079745
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/NekolBarbadillo/status/1238106647764987905
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/_andreejabal/status/1238291286982942720
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL pass this message,https://twitter.com/Mtthwjcslm04/status/1238112040863936514
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL pass this message sa lahat ng mahal nio sa buhay. God bless everyone Staf safe ah ,https://twitter.com/TheGreatBrylle/status/1238127199045079040
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/nichsledesma/status/1238100719665725441
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL pass this message,https://twitter.com/patiwakal2606/status/1238106988774436866
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/MirasolJeremiah/status/1238106340683165697
Mag JAKOL para makaiwas sa COVID 19 J- ust stay at home A- lways sanitize your hands K- eep your hands clean O- n time maligo L- umayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,https://twitter.com/Kylechrstian/status/1238126113324273665
"Remember: NO ONE WANTS TO GET SICK. Whether it’s nCov or HIV, no one wants to fall ill. No one wants to infect other people (except those with criminal minds). Everyone wants to get better. And the only way to get better is to get access to health services.",https://twitter.com/yogawithben/status/1223269340323012608
Hahahaha itong nanay ko kala mo lahat ng kasama ko may covid eh,https://twitter.com/pauondrada/status/1239046393794154496
"Covid lang yan, mahal mo pa sya ee ",https://twitter.com/emsi_arvic/status/1237739401532211201
"One takeaway from this nCov pandemic is that we should strengthen and add more teeth to laws against opportunists who add to the widespread panic and hysteria (i.e. those who share and peddle fake news, those who sell basic commodities at ridiculously high prices, etc.)",https://twitter.com/claudiopoy/status/1238001790982828032
"May Arab kanina na lumapit sakin, nakikipag shake hands kase daw I was too kind. But I refuse the shake hands and wave in a polite way. #Covid_19",https://twitter.com/gnnsrrno/status/1238399466924720128
COVID carriers could be among us. Tuloy lang ang precaution. Disinfect hands always. Carry a small spray bottle of alcohol with you.,https://twitter.com/DominoG/status/1234265146173714432
"When u do, sama mo na ako sa shake hands. After CoVid para mas safe. Thank you in advance .",https://twitter.com/MineIsSe7en/status/1240518847167205376
Hi guyszx reminder lang na ugaliing maligo dahil proper hygiene ang isa sa pinaka mabisang panlaban sa nCoV ,https://twitter.com/phoebecruz425/status/1238742135144243200
Mabisang panlaban sa covid-19 yan!!,https://twitter.com/manansalarengie/status/1240313216359518208
uminom ka lang..mabisang panlaban yan sa covid ,https://twitter.com/aj_paril/status/1239558205144846342
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkY6MB9PF/?igshid=1drx6d7encxzy,https://twitter.com/ilovemodfamily/status/1234282134145323008
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkOwkhOrk/?igshid=16831t0j4svvv,https://twitter.com/ilovemodfamily/status/1234281790065410049
Ayoko manuod ng mga video about sa covid na yan tapos may namatay na ganun dahil hindi siya umaalis sa isip ko so pray lang tayo ,https://twitter.com/Lionelserrano26/status/1239589408988205057
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9Nku9zBQfo/?igshid=ds9w0z9uzj3d,https://twitter.com/ilovemodfamily/status/1234283171438399488
Sabi ko na eh. Ito talaga ang mabisang panlaban sa NCOV. ,https://twitter.com/martin_bravo88/status/1236865237556400130
We do not promote FERN-D para makabenta. You can do your own research about Vitamin D kung paano ito naging mabisang panlaban sa COVID-19. Wag magsawalang bahala! Mas okay ng protected ang katawan mo ng vitamin D… https://www.instagram.com/p/B9otFhupT36/?igshid=12t4h428vj69s,https://twitter.com/_riajazmine_/status/1238101175607668736
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkSo7BSVv/?igshid=1wb1o3hzip0d6,https://twitter.com/ilovemodfamily/status/1234281918314811400
"Hanggang prayers nalang talaga yung ""Sana hindi na magpapasok ng chinese lalo na’t meron nang case ng NCov"" + walang kwenta healthcare system lalo na kung wala kang sapat na pera. Maiiyak ka nalang sa takot eh. Kasi kahit gaano mo kagusto ingatan pamilya mo, di mo magagawa ",https://twitter.com/alinaesparrago/status/1222827212254007299
It’s likely unlikely that that man has the balls to face the consequences of not declaring the blocking of chinese entering the country with ncov that hadn’t hatch yet and will surely incubate and spread to our very own citizenry ,https://twitter.com/junepineda8/status/1223753029481951234
DAPAT BA AKONG MAGSUOT NG FACE MASK? Alamin kung sino-sino ang kailangang magsuot ng face mask sa infographic na ito! Ugaliin ang mga Preventive Measures upang makaiwas sa mga Respiratory Illness katulad ng 2019-nCoV! #ItoangTotoo #PreventiveMeasures #novelcoronavirus2019,https://twitter.com/HIVAIDSAGROUPPH/status/1224299670710566913
seriously kawawa kaming ground crew/cabin crew sa ncov. ibat ibang nationalities na galing sa mga bansang affected na ng ncov ang nakakasalamuha namin araw araw. free face mask for us and we should have a right para magsuot ng face mask sa work. haist skl lol,https://twitter.com/tinlovesjul/status/1220296784074854400
Kung ano ano kasi kinakain tas di naghuhugas ng kamay. #coronavirus,https://twitter.com/minachin9kit/status/1220507205155246080
Nakakaalarma yung kay sen migs zubiri.. Walang travel history at lagi nag aalcohol at naghuhugas ng kamay pero positive sa covid and asymptomatic..,https://twitter.com/hardhitterjames/status/1239541030623383554
"Haha, sobrang bilib ako sa mga tunay na lalakeng hindi naghuhugas ng kamay pagkatapos umihi bago magkaroon ng covid-19, AT PATULOY PA RIN NA HINDI NAGHUHUGAS NGAYON. Rak en rol!!! ",https://twitter.com/tikbalang/status/1236283665417564161
"Imagine a world where we can’t hug or kiss, we’re preventing ourselves from holding hands, and we engage in intercourse wearing face masks amid our nakedness. Plus, next to our lube and condoms is a bottle of sanitizer or alcohol. This, ppl, is Love in The Time of CoViD 19.",https://twitter.com/shade_of_tee/status/1236197873617797121
"random convo sa bahay ft. ate and tita: tita: hala gel, bawal na daw magkiss, bawal na rin daw magholding hands ate: oo nga daw tita: buti pa si blanch, single ate: oo nga, safe me: single: covid-19: pede na ko lumayas, bye",https://twitter.com/shrewdymich/status/1238420266004312064
Trinay ko mag bun ng hair kasi sabi ng prof namin pag naka corpo dapat naka ayos na pati hair. Eh puta nag muka akong chinese. Baka akalain may nCov ako ,https://twitter.com/Piiiyayaaa/status/1222885587746615298
Muka lang akong chill. Pero natatakot nako sa covid-19 haha.,https://twitter.com/pennylane0923/status/1236907999664300032
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Kaya JAKOL NA,https://twitter.com/SarmientoChichi/status/1238107673276461056
may sipon lang ako pero wala ako ncov prends ,https://twitter.com/nixalcts/status/1224134060412301312
oh sht tangina sinisipon ako!!!!!!! IS THIS NCOV KINAKABAHAN NA AKO ,https://twitter.com/xxpeyuh/status/1223844455410589696
"ang init ko tapos may sipon, may ncov na ba ako?",https://twitter.com/_antondeleon/status/1239434400451813376
"When you compare Mayor @VicoSotto’s recent tweets to his older ones, you can sense he’s stressed and tired. But what’s admirable is he’s still very much in control. Unlike certain senators whose biggest problem during this covid-19 lock down is being made to wash the dishes.",https://twitter.com/PINOYthruNthru/status/1239813132169576448
DOH may be ‘underreporting’ on COVID-19 – Lacson https://newsinfo.inquirer.net/1238230/doh-may-be-underreporting-on-covid-19 Matagal na kayo niloloko ng DOH now nyo lang napansin na under reporting mga data ng DOH while the rest of the world are panicking for the daily rise of NCov19,https://twitter.com/DragonTaipan/status/1236388929823096832
tatay: tamang tama nag resign ka dahil sa ncov naku me: advance ako mag isip t: naknampota hahahaha mga tirada mo chet ,https://twitter.com/___lius/status/1237336425537761281
papawis mamaya. kahit may ncov. ,https://twitter.com/dengsacedon/status/1238694320112164865
same situation sa brother ko nag pa book sila for march 27-28 for wedding and fully paid na sila dahil sa ncov nag decide na lang sila ipa reseched but instead nang hihingi ulit ng another downpayment ang mga kupal tas di pa maibalik yung ibinayad nila ng buo -,https://twitter.com/kihyuniemx/status/1240188367616131077
Iwasan muna baka mamaya may ncov crush mo mahawa kapa,https://twitter.com/gerardxx16/status/1238415817357676545
I just don’t underetand why people are more afraid of the nCOV than measles which has a higher mortality rate ,https://twitter.com/jr_agcaoili/status/1225734604146921473
Gov said nCoV didn’t like warm weather ,https://twitter.com/djjoeysantos/status/1224658351386087424
So ayon sa chika merong may NCOV sa kabilang building namin sa work! We share the same smoking area pa naman!,https://twitter.com/shihaoui/status/1237512390624698369
"Pag ganito ang sitwasyon sa bansa, etong mga Internet services natin SANA MAAYOS man lang at hindi ganito kabagal. Kasi Internet na lang ang kakapitan ng mga tao para mag-stay sa bahay, at para makakuha ng updates & info about COVID-19. @talk2GLOBE @PLDT_Cares ",https://twitter.com/rlink21/status/1239202151307460608
Info on Covid! #COVIDー19,https://twitter.com/jenasis818/status/1239375689469456384
Sa dinami dami ng credible sources ng info about Covid-19 dun ka pa talaga naniwala sa kumakalat na chain message sa fb messenger?,https://twitter.com/huykalbo/status/1237898377947275266
Sorry po but UNICEF never released the ones spreading in socmed as clarified by UNICEF PH. Always refer to WHO or CDC for info about Covid po.,https://twitter.com/ChocolateDazed/status/1237046883953999872
"Via @DOHgovph Ang mga matatanda, buntis, at may medikal na kondisyon ay kailangan umiwas sa matataong lugar at malawakang pagtitipon upang makaiwas sa COVID-19. #TaongBahay #TaongBayani",https://twitter.com/roymarkcorrales/status/1239719323712643072
African Swine Fever × COVID-19 × Bird Flu This is devastating.,https://twitter.com/trixierious/status/1239440055275421699
"Binay: I will still continue with my 14-day quarantine. Hindi pa po tapos ang laban natin kontra sa COVID-19, and we don’t want to have a false sense of security",https://twitter.com/kim_badbadon/status/1239761255499358208
Kontra COVID 19 daw hahahaha.. Ginmansi ,https://twitter.com/murdoc_parker/status/1240660745106284546
Nakakabahala yung covid hays ingat ..,https://twitter.com/acmanolong/status/1238028472133378048
