ngram,freq_fg,relfreq_fg,freq_bg,relfreq_bg,phrase,inform,score
matagal recovery,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
mawawala dinn,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
moment celebration,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
plastic egg,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ganyan positibo,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
plastic rice,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
papatay sating,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
bigla hahahhaa,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
protection lessen,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
super spreader,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
matagal nare,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ganyan nakakakaba,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ganyan katatapang,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
chances surviving,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
nating palaging,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
according boy,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
less fatal,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
important species,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
wasnt known,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
saka itong,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
meant confused,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
maiwasan aaraw,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
according rob,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ginamit megamall,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
pinoys oas,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
lalong bumababa,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
kainin laway,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
bye felicia,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
malinis kiano,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
heard threat,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
super mood,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
wasnt beijing,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ginamit panlinis,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
brand vets,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
pm price,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
lalong madelay,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
saka naitala,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
zombie movies,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
namamatay mataas,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
pm orders,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
according tito,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
ate yvonne,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
bigla nagdedeliver,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
malinis tipid,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
kelan dumating,1,33.33333333,0,0.000866927,5.23348896,3.519037992,8.752526952
taga qc,1,50,1,10.0007706,7.909124958,0.804680428,8.713805386
common enemy,1,50,1,11.25075856,7.909124958,0.745793726,8.654918684
god shut,1,33.33333333,0,0.00059316,5.0024399,3.645534532,8.647974432
getting treat,1,33.33333333,0,0.000627775,5.0024399,3.626629122,8.629069023
getting ready,1,33.33333333,0,0.000627775,5.0024399,3.626629122,8.629069023
sanitizers alcohol,2,66.66666667,1,30.00086693,8.09674588,0.532319199,8.629065079
jan sabay,1,33.33333333,0,0.000650195,5.0024399,3.614932016,8.617371916
business usual,1,50,4,12.18790637,7.909124958,0.705789413,8.614914372
whats happening,1,50,4,12.18817729,7.909124958,0.705778299,8.614903258
came hk,1,33.33333333,0,0.000674276,5.0024399,3.602809468,8.605249368
january whos,1,33.33333333,0,0.000684416,5.0024399,3.597834251,8.600274151
never suffer,1,33.33333333,0,0.000701798,5.0024399,3.589474356,8.591914256
diba paniki,1,33.33333333,0,0.000709304,5.0024399,3.585928223,8.588368124
hope weather,1,33.33333333,0,0.000729007,5.0024399,3.576795232,8.579235132
currently used,1,50,1,5.294882582,7.450979593,1.122641101,8.573620693
masyadong nagpapanic,1,33.33333333,0,0.00074308,5.0024399,3.570421552,8.572861452
working everyday,1,33.33333333,0,0.00074652,5.0024399,3.568881903,8.571321803
another flat,1,33.33333333,0,0.000747351,5.0024399,3.568511327,8.570951227
went grocery,1,33.33333333,0,0.000751337,5.0024399,3.566738273,8.569178173
sorry head,1,33.33333333,0,0.000762896,5.0024399,3.561649115,8.564089016
sorry bawal,1,33.33333333,0,0.000762896,5.0024399,3.561649115,8.564089016
feel reality,1,33.33333333,0,0.000764935,5.0024399,3.560759039,8.56319894
thank lord,1,50,5,9.245839161,7.706392404,0.843924688,8.550317092
wash hands,13,76.47058824,17,84.50017339,8.618123344,-0.076353884,8.54176946
ask say,1,33.33333333,0,0.000818764,5.0024399,3.538090796,8.540530696
healthcare goverment,1,33.33333333,0,0.000547533,4.867284864,3.672215435,8.539500299
officials suspend,1,33.33333333,0,0.000839835,5.0024399,3.529620891,8.532060791
ihian digong,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
phil education,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
kelan nagconfirm,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
point common,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
important amidst,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
protection products,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
saka nagconfirm,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
samantalang daming,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
papatay satin,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
nyan sbe,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
saken lalayo,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
plastic noodles,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
ganito lemon,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
ganito flush,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
ate heart,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
amount compared,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
ewan tamaan,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
nmin tpos,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
less infectious,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
chances winning,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
samantalang mayaman,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
lalong kakalat,1,33.33333333,0,0.000866927,5.0024399,3.519037992,8.521477892
jesus coming,1,33.33333333,0,0.00059316,4.867284864,3.645534532,8.512819396
god true,1,33.33333333,0,0.00059316,4.867284864,3.645534532,8.512819396
konting urge,1,50,1,30.00086693,8.255698549,0.255398363,8.511096912
hot mean,1,33.33333333,0,0.000650195,4.867284864,3.614932016,8.48221688
lord moment,1,33.33333333,0,0.000661215,4.867284864,3.609329643,8.476614507
avoid large,2,33.33333333,0,0.000498022,4.77139084,3.703808237,8.475199077
laging nag,3,37.5,0,0.000866927,4.459868132,4.003086379,8.462954511
stupid let,1,33.33333333,0,0.000709304,4.867284864,3.585928223,8.453213088
carrier jan,1,33.33333333,0,0.000736888,4.867284864,3.573210968,8.440495832
military vaccine,1,33.33333333,0,0.000780234,4.867284864,3.554158164,8.421443028
akala nating,1,33.33333333,0,0.000780234,4.867284864,3.554158164,8.421443028
yang lysol,1,33.33333333,0,0.000588272,4.77139084,3.648293169,8.419684009
mean doesnt,1,33.33333333,0,0.000785652,4.867284864,3.551851349,8.419136213
true serious,1,33.33333333,0,0.000788115,4.867284864,3.550808052,8.418092916
fb live,1,33.33333333,0,0.000596012,4.77139084,3.643935808,8.415326648
stress protected,1,33.33333333,0,0.000794683,4.867284864,3.548041784,8.415326648
affected gave,1,33.33333333,0,0.000603079,4.77139084,3.64000649,8.41139733
ilang box,1,33.33333333,0,0.000809132,4.867284864,3.542035615,8.40932048
contact look,1,33.33333333,0,0.000609192,4.77139084,3.636645117,8.408035957
ibang way,1,33.33333333,0,0.00061006,4.77139084,3.636170621,8.407561461
actually came,1,33.33333333,0,0.000818764,4.867284864,3.538090796,8.40537566
ok bye,1,33.33333333,0,0.000818764,4.867284864,3.538090796,8.40537566
ok stock,1,33.33333333,0,0.000818764,4.867284864,3.538090796,8.40537566
imagine amount,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
chances getting,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
samantalang japan,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
super hot,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
point least,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
moment strengthen,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
brand meant,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
nyan diba,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
bigla dami,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
phil awhile,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
ewan feel,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
maniwala scared,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
surfaces hours,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
goverment doesnt,1,33.33333333,0,0.000866927,4.867284864,3.519037992,8.386322856
came back,1,33.33333333,0,0.000674276,4.77139084,3.602809468,8.374200308
jesus pray,1,33.33333333,0,0.00059316,4.697009656,3.645534532,8.342544188
working ayala,1,33.33333333,0,0.00074652,4.77139084,3.568881903,8.340272743
went white,1,33.33333333,0,0.000751337,4.77139084,3.566738273,8.338129113
mean told,1,33.33333333,0,0.000785652,4.77139084,3.551851349,8.323242189
comparing diseases,1,50,1,45.00086693,8.255698549,0.052670625,8.308369174
kesa covid,2,40,0,0.000866927,4.004268259,4.295774213,8.300042472
point lysol,1,33.33333333,0,0.000866927,4.77139084,3.519037992,8.290428832
causing pneumonia,1,33.33333333,0,0.000866927,4.77139084,3.519037992,8.290428832
hoard poor,1,33.33333333,0,0.000866927,4.77139084,3.519037992,8.290428832
madaming luya,2,33.33333333,0,0.000866927,4.77139084,3.519037992,8.290428832
scared youre,1,33.33333333,0,0.000866927,4.77139084,3.519037992,8.290428832
scary deadly,1,33.33333333,0,0.000709304,4.697009656,3.585928223,8.28293788
stupid something,1,33.33333333,0,0.000709304,4.697009656,3.585928223,8.28293788
scary shit,1,33.33333333,0,0.000709304,4.697009656,3.585928223,8.28293788
enough sleep,3,50,1,3.334071826,6.901673448,1.353914339,8.255587787
practice correct,1,33.33333333,0,0.000770602,4.697009656,3.558299004,8.25530866
media center,1,33.33333333,0,0.000777245,4.697009656,3.555437756,8.252447412
true correct,1,33.33333333,0,0.000788115,4.697009656,3.550808052,8.247817708
actually takot,1,33.33333333,0,0.000818764,4.697009656,3.538090796,8.235100453
doesnt kill,1,33.33333333,0,0.000693541,4.636235804,3.593419175,8.229654979
source epidemic,1,33.33333333,0,0.00061473,4.584852244,3.633628505,8.218480749
tiktok video,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
meant used,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
wla tissue,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
nmin flu,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
piece shit,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
ate food,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
brand thats,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
maniwala kay,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
cos said,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
namamatay tb,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
pati tuloy,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
papa bat,1,33.33333333,0,0.000866927,4.697009656,3.519037992,8.216047648
seriously galing,1,33.33333333,0,0.00074308,4.636235804,3.570421552,8.206657356
tatay digong,1,50,4,27.85776209,7.909124958,0.292455684,8.201580642
try avoid,1,33.33333333,0,0.000805003,4.636235804,3.543740649,8.179976453
doesnt really,1,33.33333333,0,0.000693541,4.584852244,3.593419175,8.178271419
japan use,1,33.33333333,0,0.000698358,4.584852244,3.591112361,8.175964605
ask buy,1,33.33333333,0,0.000818764,4.636235804,3.538090796,8.1743266
healthcare world,1,33.33333333,0,0.000547533,4.501080768,3.672215435,8.173296203
based testing,1,33.33333333,0,0.000821299,4.636235804,3.537060399,8.173296203
carrier inside,1,33.33333333,0,0.000736888,4.584852244,3.573210968,8.158063212
wasnt proof,1,33.33333333,0,0.000866927,4.636235804,3.519037992,8.155273796
temperature right,1,33.33333333,0,0.000866927,4.636235804,3.519037992,8.155273796
around last,1,33.33333333,0,0.000577951,4.501080768,3.654193028,8.155273796
mawawala dds,1,33.33333333,0,0.000866927,4.636235804,3.519037992,8.155273796
sorry guys,1,33.33333333,0,0.000762896,4.584852244,3.561649115,8.14650136
sabay sabay,1,50,2,31.66738911,7.909124958,0.228367794,8.137492753
stock know,1,33.33333333,0,0.000433463,4.378505841,3.750087052,8.128592893
believe cause,1,33.33333333,0,0.000805003,4.584852244,3.543740649,8.128592893
bring hand,1,33.33333333,0,0.000626114,4.501080768,3.627512125,8.128592893
viral rin,1,33.33333333,0,0.000650195,4.501080768,3.614932016,8.116012784
across world,1,50,1,7.500505707,7.15708626,0.94852628,8.10561254
important go,1,33.33333333,0,0.000866927,4.584852244,3.519037992,8.103890236
regarding covid,2,66.66666667,8,21.94485383,7.354881264,0.74078161,8.095662874
ok nasa,1,33.33333333,0,0.000818764,4.54034178,3.538090796,8.078432576
reacting church,1,50,3,72.50043346,8.255698549,-0.185784768,8.069913781
maiwasan public,1,33.33333333,0,0.000866927,4.54034178,3.519037992,8.059379771
simula kanina,1,33.33333333,0,0.000866927,4.54034178,3.519037992,8.059379771
wla akong,1,33.33333333,0,0.000866927,4.54034178,3.519037992,8.059379771
whole world,1,50,2,8.261359567,7.15708626,0.900216917,8.057303178
contact even,1,33.33333333,0,0.000609192,4.405186744,3.636645117,8.04183186
infection city,1,33.33333333,0,0.000626114,4.405186744,3.627512125,8.032698869
phil last,1,33.33333333,0,0.000866927,4.501080768,3.519037992,8.02011876
caused government,1,33.33333333,0,0.000650195,4.405186744,3.614932016,8.02011876
namatay pinas,1,33.33333333,0,0.000764935,4.434190536,3.560759039,7.994949575
mamatay duterte,1,33.33333333,0,0.000650195,4.378505841,3.614932016,7.993437857
hot water,1,33.33333333,0,0.000650195,4.378505841,3.614932016,7.993437857
lord duterte,1,33.33333333,0,0.000661215,4.378505841,3.609329643,7.987835484
sosyal gawain,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
puzzle mismong,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
saken still,1,33.33333333,0,0.000866927,4.465960596,3.519037992,7.984998588
dame reklamo,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
bleach inihalo,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
papatay well,1,33.33333333,0,0.000866927,4.465960596,3.519037992,7.984998588
protected healthy,1,33.33333333,0,0.000866927,4.465960596,3.519037992,7.984998588
warfare programs,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
vit achievement,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
dame nakasalubong,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
hydrated refrain,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
banana sakto,1,33.33333333,0,0.008669267,5.23348896,2.751509627,7.984998588
bring home,1,33.33333333,0,0.000626114,4.353803184,3.627512125,7.981315309
actually airborne,1,33.33333333,0,0.000818764,4.434190536,3.538090796,7.972281332
tpos ssabihin,1,50,1,90.00086693,8.255698549,-0.293898149,7.9618004
loved ones,1,50,12,91.53859491,8.255698549,-0.30236884,7.953329709
ewan sure,1,33.33333333,0,0.000866927,4.434190536,3.519037992,7.953228528
tiktok iwas,1,33.33333333,0,0.000866927,4.434190536,3.519037992,7.953228528
ban nga,1,33.33333333,0,0.000502331,4.252009301,3.700936141,7.952945442
cough drink,1,33.33333333,0,0.000805003,4.405186744,3.543740649,7.948927393
many filipinos,2,33.33333333,0,0.000705638,4.353803184,3.587655343,7.941458527
namatay disease,1,33.33333333,0,0.000764935,4.378505841,3.560759039,7.939264881
imagine even,1,33.33333333,0,0.000866927,4.405186744,3.519037992,7.924224735
cos possible,1,33.33333333,0,0.000866927,4.405186744,3.519037992,7.924224735
cos fight,1,33.33333333,0,0.000866927,4.405186744,3.519037992,7.924224735
prevention better,1,50,4,16.2506502,7.359818814,0.561945043,7.921763857
information proper,1,33.33333333,0,0.000722439,4.33080556,3.579811844,7.910617404
forget boost,1,33.33333333,0,0.000722439,4.33080556,3.579811844,7.910617404
local cases,1,50,2,5.000501905,6.757832412,1.151242359,7.90907477
papa baka,1,33.33333333,0,0.000866927,4.378505841,3.519037992,7.897543833
protection disease,1,33.33333333,0,0.000866927,4.378505841,3.519037992,7.897543833
pneumonia caused,2,50,2,17.27351539,7.359818814,0.53142429,7.891243104
officials social,1,33.33333333,0,0.000839835,4.353803184,3.529620891,7.883424075
control spread,1,50,2,7.037711313,6.901673448,0.980369993,7.882043441
state calamity,2,50,7,26.53899503,7.562551368,0.316703922,7.87925529
ginamit social,1,33.33333333,0,0.000866927,4.353803184,3.519037992,7.872841176
goverment hospital,1,33.33333333,0,0.000866927,4.353803184,3.519037992,7.872841176
dami infected,1,33.33333333,0,0.000764935,4.289084512,3.560759039,7.849843552
causing spread,1,33.33333333,0,0.000866927,4.33080556,3.519037992,7.849843552
namatay daw,1,33.33333333,0,0.000764935,4.289084512,3.560759039,7.849843552
japan tapos,1,33.33333333,0,0.000698358,4.252009301,3.591112361,7.843121662
novel coronavirus,2,66.66666667,266,91.06170321,8.050750632,-0.207888171,7.842862461
gobyerno natin,1,50,2,5.758311332,6.757832412,1.080689373,7.838521785
survive days,2,33.33333333,0,0.000709304,4.234911536,3.585928223,7.820839759
pati daw,1,33.33333333,0,0.000866927,4.289084512,3.519037992,7.808122504
mamamatay daw,1,33.33333333,0,0.000866927,4.289084512,3.519037992,7.808122504
sinabi nyo,1,33.33333333,0,0.000866927,4.289084512,3.519037992,7.808122504
protect ncov,3,37.5,0,0.000587273,3.658506112,4.149135667,7.807641779
anong nag,1,33.33333333,0,0.000785652,4.252009301,3.551851349,7.80386065
natural china,1,33.33333333,0,0.000693541,4.203141476,3.593419175,7.796560651
try nga,1,33.33333333,0,0.000805003,4.252009301,3.543740649,7.79574995
weve got,1,50,1,18.00086693,7.282743474,0.510801543,7.793545017
believe cases,1,33.33333333,0,0.000805003,4.234911536,3.543740649,7.778652185
least stay,1,33.33333333,0,0.000678464,4.174137684,3.600745478,7.774883161
years ago,1,50,6,32.7782594,7.562551368,0.211128766,7.773680135
moment like,1,33.33333333,0,0.000866927,4.252009301,3.519037992,7.771047292
malinis nga,1,33.33333333,0,0.000866927,4.252009301,3.519037992,7.771047292
awhile makeup,1,33.33333333,0,0.008669267,5.0024399,2.751509627,7.753949528
working masks,1,33.33333333,0,0.00074652,4.174137684,3.568881903,7.743019587
places wear,1,50,2,9.500780234,6.901673448,0.83032454,7.731997988
reduce spread,1,50,1,10.00048163,6.901673448,0.804694875,7.706368324
box masks,1,33.33333333,0,0.000866927,4.174137684,3.519037992,7.693175675
sanitizers masks,1,33.33333333,0,0.000866927,4.174137684,3.519037992,7.693175675
sinabi stay,1,33.33333333,0,0.000866927,4.174137684,3.519037992,7.693175675
reduce risk,1,50,3,32.22270385,7.450979593,0.219675856,7.670655449
sinabi kasi,1,33.33333333,0,0.000866927,4.147456781,3.519037992,7.666494773
pm kasi,1,33.33333333,0,0.000866927,4.147456781,3.519037992,7.666494773
happening china,1,50,1,7.500722439,6.710177322,0.948511832,7.658689154
wearing mask,3,60,3,26.36403042,7.143736147,0.493406379,7.637142526
warfare gone,1,33.33333333,0,0.008669267,4.867284864,2.751509627,7.618794491
uminom vit,1,33.33333333,0,0.008669267,4.867284864,2.751509627,7.618794491
hydrated observe,1,33.33333333,0,0.008669267,4.867284864,2.751509627,7.618794491
oranges gets,1,33.33333333,0,0.008669267,4.867284864,2.751509627,7.618794491
eating healthy,1,50,1,18.00069354,7.104406002,0.510806359,7.615212361
president virus,1,33.33333333,0,0.000433463,3.847194599,3.750087052,7.597281651
papa mo,1,33.33333333,0,0.000866927,4.078243659,3.519037992,7.597281651
protected mo,1,33.33333333,0,0.000866927,4.078243659,3.519037992,7.597281651
physical contact,1,50,2,63.33391128,7.706392404,-0.118198952,7.588193453
seems like,1,50,1,10.0007706,6.783479059,0.804680428,7.588159487
scared panic,1,33.33333333,0,0.000866927,4.058035452,3.519037992,7.577073444
ard chinese,1,33.33333333,0,0.000722439,3.987599088,3.579811844,7.567410932
pasig city,1,50,2,17.27343658,7.013245224,0.531426571,7.544671795
press coronavirus,1,33.33333333,0,0.000433463,3.794326256,3.750087052,7.544413308
vit regularly,1,33.33333333,0,0.008669267,4.77139084,2.751509627,7.522900467
uminom lng,1,33.33333333,0,0.008669267,4.77139084,2.751509627,7.522900467
crowded places,2,50,6,59.00017339,7.562551368,-0.082758689,7.47979268
wla mask,1,33.33333333,0,0.000866927,3.943088623,3.519037992,7.462126615
droplets infected,1,50,1,15.00086693,6.839091877,0.601957505,7.441049382
dami virus,1,33.33333333,0,0.000764935,3.847194599,3.560759039,7.407953639
hours virus,1,33.33333333,0,0.000777245,3.847194599,3.555437756,7.402632355
fake news,4,57.14285714,2,95.00043346,7.683574499,-0.290472604,7.393101895
banana pala,1,33.33333333,0,0.008669267,4.636235804,2.751509627,7.387745431
banana day,1,33.33333333,0,0.008669267,4.636235804,2.751509627,7.387745431
dame pala,1,33.33333333,0,0.008669267,4.636235804,2.751509627,7.387745431
lot people,1,50,3,10.00071746,6.572050634,0.804683085,7.376733718
tiktok virus,1,33.33333333,0,0.000866927,3.847194599,3.519037992,7.366232591
mawawala virus,1,33.33333333,0,0.000866927,3.847194599,3.519037992,7.366232591
ihian virus,1,33.33333333,0,0.000866927,3.847194599,3.519037992,7.366232591
true coronavirus,1,33.33333333,0,0.000788115,3.794326256,3.550808052,7.345134307
hoard alcohol,1,33.33333333,0,0.000866927,3.81732388,3.519037992,7.336361871
bioweapon vs,1,33.33333333,0,0.008669267,4.584852244,2.751509627,7.336361871
situation covid,1,50,1,1.526114331,5.575052466,1.744649077,7.319701542
imagine coronavirus,1,33.33333333,0,0.000866927,3.794326256,3.519037992,7.313364248
meant coronavirus,1,33.33333333,0,0.000866927,3.794326256,3.519037992,7.313364248
source ncov,1,33.33333333,0,0.00061473,3.539687505,3.633628505,7.17331601
reports covid,1,50,1,2.093446639,5.575052466,1.586605594,7.16165806
puzzle death,1,33.33333333,0,0.008669267,4.378505841,2.751509627,7.130015469
natatakot ncov,1,33.33333333,0,0.000709304,3.539687505,3.585928223,7.125615729
maiwasan ncov,1,33.33333333,0,0.000866927,3.539687505,3.519037992,7.058725497
namamatay ncov,1,33.33333333,0,0.000866927,3.539687505,3.519037992,7.058725497
ihian ncov,1,33.33333333,0,0.000866927,3.539687505,3.519037992,7.058725497
causing ncov,1,33.33333333,0,0.000866927,3.539687505,3.519037992,7.058725497
uminom daw,1,33.33333333,0,0.008669267,4.289084512,2.751509627,7.04059414
serious covid,1,33.33333333,0,0.000764935,3.446391572,3.560759039,7.007150611
anong covid,1,33.33333333,0,0.000785652,3.446391572,3.551851349,6.998242921
long covid,1,50,1,2.903952906,5.575052466,1.422975063,6.998027529
high mortality,2,40,1,2.433018194,5.871526253,1.119898765,6.991425018
gets covid,1,33.33333333,0,0.000809132,3.446391572,3.542035615,6.988427187
nyan covid,1,33.33333333,0,0.000866927,3.446391572,3.519037992,6.965429563
warfare dont,1,33.33333333,0,0.008669267,4.122754124,2.751509627,6.874263751
alarming covid,1,50,1,4.091618395,5.575052466,1.251541209,6.826593675
despite coronavirus,1,50,3,12.60929873,6.096954492,0.688794235,6.785748726
got sick,2,28.57142857,0,0.000838961,3.803635423,2.981643748,6.785279171
via neil,1,25,0,0.000153334,3.781275684,3.000441988,6.781717672
advice coronavirus,4,57.14285714,3,26.36426686,6.32838709,0.442025619,6.770412709
lazaro hospital,1,50,10,70.71453341,6.936169884,-0.173314055,6.762855829
mundo covid,1,50,1,5.294831587,5.575052466,1.122645916,6.697698382
wear mask,9,60,12,45.76943083,6.484568774,0.162436886,6.64700566
wuhan orig,1,25,0,0.000344396,3.781275684,2.798148878,6.579424562
proper hygiene,8,53.33333333,10,58.23570208,6.537838669,-0.046899775,6.490938894
happy trail,1,25,0,0.000501905,3.781275684,2.703993902,6.485269586
compared covid,1,50,1,8.182527486,5.575052466,0.905010959,6.480063425
state affairs,1,25,0,0.000533493,3.781275684,2.68873493,6.470010614
charot kbye,1,25,0,0.000541829,3.781275684,2.684858883,6.466134567
maraming bayabas,1,25,0,0.00055731,3.781275684,2.677816164,6.459091848
countries experiencing,1,25,0,0.000558158,3.781275684,2.677435935,6.45871162
mainland china,1,50,25,83.00008669,6.710177322,-0.253409323,6.456767999
pandemic ongoing,1,25,0,0.000586843,3.781275684,2.664907385,6.446183069
makati nko,1,25,0,0.00058951,3.781275684,2.663773596,6.44504928
help dalta,1,25,0,0.000595359,3.781275684,2.661305311,6.442580995
patients probed,1,25,0,0.00060018,3.781275684,2.659289171,6.440564855
kills coronavirus,2,50,1,12.85788594,5.750380902,0.679032845,6.429413747
kaso naghihintay,1,25,0,0.000632622,3.781275684,2.646128237,6.427403921
kaso kids,1,25,0,0.000632622,3.781275684,2.646128237,6.427403921
totoo paghold,1,25,0,0.000650195,3.781275684,2.639278494,6.420554178
week compound,1,25,0,0.000681157,3.781275684,2.62764849,6.408924174
week happens,1,25,0,0.000681157,3.781275684,2.62764849,6.408924174
week anes,1,25,0,0.000681157,3.781275684,2.62764849,6.408924174
wuhan market,1,25,0,0.000344396,3.607988889,2.798148878,6.406137767
going leaves,1,25,0,0.000690331,3.781275684,2.624303958,6.405579642
going produced,1,25,0,0.000690331,3.781275684,2.624303958,6.405579642
back albeit,1,25,0,0.000698358,3.781275684,2.621413753,6.402689437
poor lady,1,25,0,0.000704378,3.781275684,2.619267817,6.400543501
poor smart,1,25,0,0.000704378,3.781275684,2.619267817,6.400543501
poor guy,1,25,0,0.000704378,3.781275684,2.619267817,6.400543501
period extinction,1,25,0,0.000704378,3.781275684,2.619267817,6.400543501
best weapons,1,25,0,0.00071394,3.781275684,2.615896979,6.397172663
